,bnf_code,quantity
4953,6367,46
4954,6368,43374
4955,6369,180
4956,6370,20
4957,6372,314
4958,6373,14105
4959,6374,32
4960,6376,40
4961,6377,19
4962,6379,39298450
4963,6380,17
4964,6381,435
4965,6383,20
4966,6384,270
4967,6385,719
4968,6386,942
4969,6387,2400000
4970,6388,17370
4971,6389,31
4972,6390,800
4973,6391,9707
4974,6392,60
4975,6393,7800
4976,6394,2836
4977,6395,23310
4978,6396,3000
4979,6397,45
4980,6398,4228
4981,6399,8
4982,6400,2
4983,6401,1750
4984,6402,2
4985,6403,622
4986,6404,30
4987,6409,1300
4988,6410,22
4989,6412,123
4990,6413,26234
4991,6415,700
4992,6418,9770
4993,6419,1088
4994,6420,1120
4995,6422,5591
4996,6424,921
4997,6425,29071
4998,6426,26
4999,6427,45600
5000,6428,1530
5001,6429,6
5002,6431,1020
5003,6432,36
5004,6433,2270
5005,6435,37000
5006,6437,4550
5007,6438,6
5008,6439,140
5009,6440,18263
5010,6441,175350
5011,6442,137
5012,6443,896
5013,6444,46021
5014,6445,750
5015,6446,1184916
5016,6447,138900
5017,6448,20
5018,6449,5265314
5019,6453,150423
5020,6454,300
5021,6456,1000
5022,6457,100268
5023,6458,33886
5024,6459,11986
5025,6460,172
5026,6461,168
5027,6463,252200
5028,6464,880
5029,6465,3490
5030,6466,2640
5031,6467,1963234
5032,6468,510
5033,6469,21650
5034,6470,130
5035,6471,10
5036,6472,95
5037,6473,90
5038,6474,824756
5039,6475,522
5040,6478,30
5041,6479,344
5042,6481,800
5043,6483,600
5044,6484,1945
5045,6485,68
5046,6486,82
5047,6487,452
5048,6488,7650744
5049,6491,12
5050,6492,1137200
5051,6493,78
5052,6496,1149
5053,6497,60
5054,6498,71
5055,6500,3055
5056,6501,4263
5057,6502,1071765
5058,6503,42
5059,6504,20
5060,6505,9
5061,6506,5828206
5062,6507,336
5063,6508,4271
5064,6509,1102
5065,6510,135
5066,6511,20328
5067,6512,180
5068,6513,50772
5069,6514,1621
5070,6515,4560
5071,6516,928
5072,6517,448
5073,6518,81107
5074,6519,180
5075,6520,21125
5076,6521,4816
5077,6522,1573080
5078,6523,14528
5079,6524,3310
5080,6525,20
5081,6528,1419
5082,6529,321715
5083,6530,15
5084,6532,1
5085,6533,7
5086,6534,7
5087,6536,150
5088,6538,20
5089,6540,342790
5090,6541,12
5091,6542,230
5092,6544,166
5093,6545,35
5094,6546,450
5095,6547,5742
5096,6548,490
5097,6549,382
5098,6551,1330
5099,6552,15043
5100,6553,2400263
5101,6554,227
5102,6555,1680
5103,6556,16300
5104,6558,1120
5105,6560,99078
5106,6562,30
5107,6563,10231
5108,6564,30
5109,6566,487
5110,6567,450
5111,6568,228928
5112,6569,60
5113,6570,116311
5114,6572,150
5115,6574,1
5116,6575,1
5117,6576,30
5118,6578,659014
5119,6579,610
5120,6580,503425
5121,6581,16
5122,6582,30160
5123,6584,16488
5124,6585,570
5125,6586,2
5126,6587,252
5127,6589,1842
5128,6590,77
5129,6592,540
5130,6593,10358
5131,6595,600
5132,6596,1530
5133,6597,4770
5134,6598,1279
5135,6599,8500
5136,6600,1
5137,6601,11441
5138,6602,52000
5139,6603,290130
5140,6604,690586
5141,6606,243
5142,6607,504
5143,6609,7646
5144,6610,8918
5145,6611,2594
5146,6612,13200
5147,6614,2910
5148,6617,105
5149,6618,393
5150,6619,27029
5151,6621,80
5152,6622,30
5153,6623,600
5154,6624,2505
5155,6625,3680
5156,6626,10
5157,6627,70
5158,6628,30
5159,6629,32217
5160,6630,240
5161,6631,750
5162,6632,38
5163,6633,30
5164,6634,35114
5165,6635,134
5166,6636,2
5167,6638,1195336
5168,6639,400
5169,6640,3950
5170,6643,2700
5171,6644,30
5172,6646,4
5173,6647,269
5174,6648,22
5175,6649,50
5176,6650,4775766
5177,6651,3068
5178,6652,588
5179,6654,1
5180,6655,1429982
5181,6657,7804000
5182,6658,1009
5183,6659,6800
5184,6660,63
5185,6661,1137
5186,6662,187680
5187,6663,1
5188,6664,20
5189,6667,1830
5190,6668,1437898
5191,6669,3900
5192,6670,2130
5193,6672,3000
5194,6673,2130
5195,6674,920
5196,6675,37980
5197,6676,80
5198,6678,78400
5199,6679,12680
5200,6680,3160
5201,6681,10
5202,6682,8785
5203,6683,111109
5204,6684,10371
5205,6685,91643
5206,6686,3254
5207,6687,1668
5208,6688,483426
5209,6689,24
5210,6690,15798
5211,6691,18
5212,6692,53940
5213,6693,266116
5214,6694,462951
5215,6696,60
5216,6697,46
5217,6699,1155
5218,6700,1
5219,6703,4510
5220,6704,27
5221,6705,78750
5222,6706,500
5223,6707,5768
5224,6708,5725
5225,6709,3933
5226,6712,14954
5227,6713,9
5228,6714,28
5229,6715,3480
5230,6716,235415
5231,6718,305
5232,6719,21321410
5233,6720,4
5234,6721,720
5235,6722,2
5236,6723,2338
5237,6724,8031
5238,6725,6891
5239,6726,5
5240,6727,307377
5241,6728,271
5242,6729,82
5243,6730,139320
5244,6731,833
5245,6732,106448
5246,6734,2124102
5247,6737,6928
5248,6738,243005
5249,6739,6210
5250,6740,7070
5251,6741,966
5252,6742,9
5253,6743,2056220
5254,6745,2
5255,6746,12380
5256,6747,4
5257,6748,30
5258,6749,35
5259,6751,4366500
5260,6754,290
5261,6755,966
5262,6757,16610
5263,6758,480
5264,6759,663
5265,6760,18585
5266,6761,500
5267,6762,340
5268,6763,10
5269,6764,57
5270,6765,160
5271,6766,60
5272,6767,1722
5273,6768,120
5274,6769,265
5275,6770,1870
5276,6771,100
5277,6772,1665
5278,6774,60
5279,6775,588
5280,6776,1030443
5281,6777,1572
5282,6778,2033406
5283,6779,16486
5284,6780,9
5285,6781,205
5286,6782,2
5287,6783,420
5288,6785,464
5289,6786,75490
5290,6789,4450
5291,6790,528
5292,6794,600
5293,6795,180
5294,6796,1
5295,6797,2335031
5296,6798,11137
5297,6799,3330
5298,6800,930
5299,6801,275
5300,6802,13294
5301,6803,970
5302,6804,2100
5303,6806,900
5304,6807,84049
5305,6808,30
5306,6809,60
5307,6811,270
5308,6812,6290
5309,6814,579800
5310,6816,1086
5311,6817,84
5312,6818,164
5313,6819,23709
5314,6820,3118
5315,6821,211
5316,6824,5835
5317,6825,13393
5318,6826,976
5319,6828,114
5320,6829,950
5321,6830,150
5322,6831,890791
5323,6832,314
5324,6833,630
5325,6834,5000
5326,6835,3558416
5327,6837,12
5328,6838,20
5329,6840,8
5330,6841,1060
5331,6842,2604
5332,6844,585
5333,6845,209
5334,6846,17
5335,6847,33807
5336,6848,3
5337,6849,3050
5338,6850,20880
5339,6851,1260
5340,6852,648630
5341,6853,464
5342,6854,9506
5343,6857,45745
5344,6858,17486650
5345,6859,160
5346,6862,60
5347,6863,1359875
5348,6864,10
5349,6865,673
5350,6870,140
5351,6871,667
5352,6872,15680
5353,6874,30
5354,6875,12968
5355,6876,48
5356,6878,134500
5357,6879,954
5358,6881,38743
5359,6882,495
5360,6884,90
5361,6885,2075
5362,6886,1530
5363,6888,10800
5364,6889,750
5365,6891,25300
5366,6892,9653
5367,6893,7349
5368,6894,205
5369,6895,530
5370,6896,1567
5371,6897,118220
5372,6898,480
5373,6899,135
5374,6900,2
5375,6902,840
5376,6903,68257
5377,6904,7369758
5378,6905,640
5379,6906,84
5380,6907,3
5381,6908,350
5382,6910,6500
5383,6911,80
5384,6912,19
5385,6913,24
5386,6914,3003896
5387,6915,6400
5388,6916,500
5389,6917,100
5390,6918,2
5391,6919,1838
5392,6921,11488
5393,6922,14926
5394,6923,1005
5395,6925,50
5396,6926,1175
5397,6927,1950
5398,6928,15
5399,6929,100
5400,6930,257148
5401,6931,180
5402,6932,95
5403,6933,612784
5404,6934,11
5405,6936,956
5406,6937,116000
5407,6938,645
5408,6940,300
5409,6941,7924
5410,6942,4384
5411,6943,4021
5412,6944,5
5413,6945,1
5414,6946,585
5415,6947,1260
5416,6949,7560
5417,6950,106660
5418,6953,1290
5419,6954,200
5420,6955,2922550
5421,6956,10354
5422,6957,25263
5423,6958,1432
5424,6962,2305
5425,6963,6350
5426,6964,44
5427,6965,240
5428,6966,1100
5429,6967,1290
5430,6968,1842895
5431,6969,16020
5432,6971,48
5433,6973,432
5434,6974,45
5435,6977,5
5436,6980,60
5437,6981,33677
5438,6982,33050
5439,6983,444
5440,6984,1721
5441,6985,1884000
5442,6986,5239
5443,6987,1170
5444,6988,88246
5445,6989,224
5446,6990,555
5447,6992,360
5448,6994,3
5449,6995,12270
5450,6996,30
5451,6997,60
5452,6998,550
5453,7000,2400
5454,7002,26320577
5455,7003,60
5456,7005,74670
5457,7006,352
5458,7007,4
5459,7008,42680
5460,7010,156
5461,7011,2535
5462,7012,45
5463,7014,23784
5464,7015,32694
5465,7016,28
5466,7017,223
5467,7020,1624
5468,7021,2
5469,7022,3
5470,7023,60
5471,7024,6328
5472,7025,600
5473,7026,1609324
5474,7028,2954
5475,7031,4
5476,7032,533
5477,7033,150
5478,7035,360
5479,7036,9778
5480,7038,1680
5481,7039,1542336
5482,7040,846
5483,7041,15000
5484,7042,98
5485,7043,2
5486,7044,2
5487,7046,660
5488,7049,16897952
5489,7050,42
5490,7051,10
5491,7052,33647
5492,7055,9551
5493,7057,75
5494,7058,200
5495,7059,11
5496,7060,15110
5497,7061,23230
5498,7062,33
5499,7063,304
5500,7064,10
5501,7065,252930
5502,7066,4548
5503,7068,3769
5504,7069,3
5505,7070,137112
5506,7071,90
5507,7073,2
5508,7074,16
5509,7075,233163
5510,7076,34630
5511,7077,300
5512,7078,52
5513,7079,11774
5514,7080,331
5515,7081,409
5516,7083,250
5517,7084,812
5518,7085,5
5519,7086,1116000
5520,7087,43775
5521,7088,869535
5522,7089,1
5523,7090,150
5524,7091,672800
5525,7092,878
5526,7093,120
5527,7096,3465
5528,7097,2376
5529,7098,60
5530,7100,446
5531,7101,60
5532,7103,13778
5533,7104,110455
5534,7105,138500
5535,7106,67020
5536,7107,1592
5537,7109,3
5538,7110,3
5539,7111,2400
5540,7112,2901385
5541,7113,1168
5542,7114,1386
5543,7115,1150
5544,7116,2300
5545,7117,793500
5546,7118,3800
5547,7119,1
5548,7120,200
5549,7121,8
5550,7122,427
5551,7123,90
5552,7126,28
5553,7127,30
5554,7128,494
5555,7129,35
5556,7130,11422
5557,7131,70
5558,7132,25941
5559,7133,153
5560,7135,518
5561,7136,5610
5562,7140,5180
5563,7141,18973
5564,7142,760
5565,7143,60850
5566,7144,1290
5567,7145,5
5568,7146,3
5569,7148,1400
5570,7149,13250
5571,7150,1047055
5572,7152,155
5573,7154,169
5574,7157,9
5575,7158,10
5576,7159,60
5577,7160,993
5578,7161,18
5579,7162,1
5580,7163,170229
5581,7164,810450
5582,7165,1675
5583,7166,10
5584,7167,10
5585,7168,24
5586,7169,1250
5587,7171,2
5588,7173,53
5589,7174,49384
5590,7177,1350
5591,7179,545200
5592,7180,22770
5593,7181,550
5594,7182,4320
5595,7183,3380
5596,7184,1400
5597,7186,4000
5598,7187,24900
5599,7188,2628
5600,7189,11859516
5601,7190,8700
5602,7191,6
5603,7192,510
5604,7194,590820
5605,7195,12362
5606,7197,300
5607,7198,420
5608,7200,1725
5609,7201,28
5610,7202,56
5611,7203,400
5612,7204,2579
5613,7205,145484
5614,7206,4
5615,7207,32
5616,7208,6560
5617,7209,21830
5618,7210,480
5619,7211,51586
5620,7212,10814
5621,7213,1
5622,7214,1974
5623,7215,260
5624,7216,27372
5625,7217,7975470
5626,7218,100640
5627,7219,7204
5628,7221,80
5629,7222,242
5630,7223,128130
5631,7224,2000
5632,7225,1081
5633,7226,1602775
5634,7227,540
5635,7229,3175
5636,7230,780
5637,7233,418
5638,7235,3
5639,7236,63
5640,7238,1260
5641,7239,99138
5642,7240,182
5643,7241,90
5644,7243,1830
5645,7244,391198
5646,7246,86013
5647,7248,900
5648,7249,87500
5649,7250,740
5650,7251,1900
5651,7253,2470788
5652,7254,13420
5653,7257,514
5654,7258,195
5655,7259,268
5656,7261,67157
5657,7262,379
5658,7263,15
5659,7264,41
5660,7265,380
5661,7267,65
5662,7268,60
5663,7272,314816
5664,7273,600
5665,7274,2523455
5666,7275,380
5667,7277,35532
5668,7278,402
5669,7279,210
5670,7280,1467
5671,7287,8700
5672,7288,6621
5673,7289,3
5674,7290,1457
5675,7291,23
5676,7292,670
5677,7296,36
5678,7299,3878
5679,7300,40800
5680,7303,24
5681,7304,9365
5682,7305,225
5683,7308,2
5684,7309,20
5685,7310,759
5686,7311,480
5687,7312,100
5688,7313,30
5689,7315,170
5690,7316,500
5691,7318,8000
5692,7319,1390
5693,7320,590
5694,7321,2200
5695,7323,9764
5696,7324,10
5697,7325,126
5698,7326,120
5699,7327,240
5700,7328,126
5701,7329,393
5702,7330,3387293
5703,7331,287
5704,7334,120
5705,7335,32000
5706,7336,6500
5707,7337,295
5708,7338,1130
5709,7340,15
5710,7342,571336
5711,7344,600
5712,7345,24420
5713,7346,56570
5714,7347,14558
5715,7348,4
5716,7349,366
5717,7350,14650
5718,7353,1200
5719,7354,207
5720,7355,756
5721,7357,442555
5722,7358,12
5723,7360,230
5724,7363,525
5725,7364,7320
5726,7365,7094360
5727,7366,487
5728,7368,49372
5729,7370,55
5730,7371,900
5731,7372,1883
5732,7373,10
5733,7374,891152
5734,7375,2110
5735,7376,250
5736,7377,1200
5737,7378,5044455
5738,7381,7082
5739,7383,805
5740,7384,9
5741,7385,6803
5742,7386,23360
5743,7387,137
5744,7388,76
5745,7389,37070
5746,7390,1260
5747,7391,47
5748,7392,140
5749,7393,4481
5750,7394,6538
5751,7395,3
5752,7396,510
5753,7397,8977
5754,7398,1280
5755,7399,34245
5756,7402,270
5757,7403,21838
5758,7404,118807
5759,7405,17483
5760,7408,120
5761,7410,450
5762,7413,4
5763,7415,12
5764,7416,5
5765,7417,1
5766,7418,4800
5767,7419,12
5768,7421,1
5769,7422,67125
5770,7423,108
5771,7424,2334
5772,7426,3630
5773,7427,17
5774,7428,13215
5775,7429,3506
5776,7430,90
5777,7431,1800
5778,7433,1024
5779,7434,37614
5780,7435,98790
5781,7436,517237
5782,7437,386
5783,7438,400
5784,7439,53640
5785,7440,115
5786,7441,14000
5787,7443,35400
5788,7444,244
5789,7445,405
5790,7446,6268
5791,7447,385
5792,7448,120
5793,7449,300
5794,7453,2233
5795,7454,10132
5796,7455,880
5797,7456,2
5798,7457,7228
5799,7458,704
5800,7459,30
5801,7460,30
5802,7461,270
5803,7462,338414
5804,7463,285372
5805,7464,472
5806,7465,28651
5807,7466,168
5808,7468,40
5809,7469,6
5810,7470,2429
5811,7471,12000
5812,7472,3
5813,7473,150
5814,7474,3026
5815,7479,92
5816,7482,1
5817,7483,40
5818,7484,8535
5819,7485,56
5820,7486,9713
5821,7489,2300
5822,7490,2500
5823,7492,4
5824,7493,51163
5825,7494,1628069
5826,7495,1037393
5827,7496,25
5828,7497,224
5829,7498,2840
5830,7499,2369
5831,7500,961
5832,7501,632
5833,7502,414
5834,7503,4390
5835,7504,420
5836,7505,8
5837,7507,90
5838,7508,1560
5839,7510,706746
5840,7512,147085
5841,7513,2888
5842,7514,6951
5843,7515,2230
5844,7516,690
5845,7518,6
5846,7519,222912
5847,7522,4469
5848,7523,6965
5849,7524,45019
5850,7525,3685
5851,7526,15166
5852,7527,2825
5853,7528,7
5854,7529,706448
5855,7533,473
5856,7534,336
5857,7537,10
5858,7538,880395
5859,7540,10953
5860,7541,405
5861,7542,3539
5862,7543,28060
5863,7545,14
5864,7547,3
5865,7548,401
5866,7549,1830
5867,7550,723529
5868,7551,20
5869,7552,100955
5870,7553,20
5871,7554,28
5872,7555,112132
5873,7556,13302
5874,7557,552871
5875,7558,1234
5876,7559,5300
5877,7560,210
5878,7561,2
5879,7562,1
5880,7563,73079
5881,7566,420
5882,7567,184
5883,7568,15626
5884,7569,891800
5885,7570,28
5886,7571,1934
5887,7572,291178
5888,7573,3489
5889,7575,18
5890,7576,1860
5891,7577,6146
5892,7578,98
5893,7579,2250
5894,7580,3991
5895,7581,641
5896,7582,60
5897,7583,306
5898,7584,27312
5899,7585,6
5900,7586,145400
5901,7587,21
5902,7588,2
5903,7589,390
5904,7590,40014
5905,7591,12390
5906,7592,315
5907,7593,119
5908,7594,957
5909,7595,350
5910,7596,120
5911,7598,50
5912,7599,1072
5913,7601,40
5914,7602,17904
5915,7603,600
5916,7604,5120
5917,7605,20701
5918,7606,102900
5919,7607,2775
5920,7609,85
5921,7610,10
5922,7611,902
5923,7612,468
5924,7613,5000
5925,7614,7310
5926,7615,1
5927,7616,18593
5928,7617,2500
5929,7619,1820
5930,7620,3205
5931,7621,1040
5932,7623,5070
5933,7624,4260
5934,7625,530
5935,7626,280
5936,7628,1688
5937,7629,46177
5938,7632,75
5939,7633,170465
5940,7634,149260
5941,7635,84
5942,7636,11
5943,7637,236
5944,7638,20
5945,7639,150
5946,7640,384
5947,7641,1110
5948,7644,295
5949,7645,2
5950,7646,5970
5951,7647,2
5952,7648,1070
5953,7649,15
5954,7650,57
5955,7651,4492
5956,7652,420
5957,7653,44
5958,7656,2900
5959,7657,194685
5960,7658,30
5961,7659,180
5962,7661,4415
5963,7662,150
5964,7664,1580
5965,7665,21896607
5966,7668,50
5967,7669,134
5968,7670,21
5969,7672,2456
5970,7673,150
5971,7675,3700
5972,7676,1600
5973,7677,4050
5974,7678,990
5975,7679,1602077
5976,7680,110
5977,7681,7119
5978,7682,2352
5979,7683,630
5980,7684,100
5981,7685,1870
5982,7687,8176
5983,7688,401
5984,7689,80350
5985,7690,14
5986,7692,43
5987,7693,253
5988,7694,2877
5989,7696,2800
5990,7697,30
5991,7698,87668
5992,7699,12
5993,7701,810
5994,7703,12
5995,7704,150
5996,7705,10
5997,7707,269104
5998,7708,147
5999,7710,799417
6000,7712,63
6001,7714,3
6002,7715,2487
6003,7717,4
6004,7718,6721
6005,7719,28581
6006,7720,273
6007,7721,54990
6008,7723,33122
6009,7724,342764
6010,7725,14
6011,7726,2990
6012,7728,480
6013,7729,810
6014,7730,4
6015,7731,6780
6016,7732,4
6017,7733,4890
6018,7734,2520
6019,7735,5880
6020,7736,600
6021,7737,112
6022,7738,2
6023,7739,10
6024,7742,692
6025,7743,521424
6026,7744,1177
6027,7745,15123
6028,7746,2976
6029,7747,3418
6030,7749,4
6031,7750,890825
6032,7751,6
6033,7752,14600
6034,7753,1489
6035,7756,70
6036,7757,1570
6037,7758,7
6038,7759,639000
6039,7760,90
6040,7761,700
6041,7762,80
6042,7763,1680
6043,7764,42
6044,7768,12449697
6045,7769,356
6046,7772,4005
6047,7773,1500
6048,7774,9
6049,7776,2340
6050,7777,2
6051,7778,3
6052,7779,958641
6053,7781,12
6054,7782,54801
6055,7783,899
6056,7785,3882
6057,7786,413377
6058,7787,384
6059,7788,146599
6060,7789,1111
6061,7790,1
6062,7791,3484
6063,7794,1197
6064,7795,4566
6065,7796,30
6066,7797,11800
6067,7798,8070
6068,7799,88250
6069,7800,2
6070,7801,110
6071,7802,94930
6072,7803,7
6073,7804,691
6074,7805,410
6075,7806,698989
6076,7808,23989
6077,7809,2
6078,7811,102
6079,7812,466
6080,7813,450
6081,7814,60
6082,7815,300
6083,7816,870
6084,7817,74
6085,7818,43
6086,7819,3560
6087,7820,2016
6088,7822,208
6089,7823,79
6090,7824,2477
6091,7825,17
6092,7826,39817
6093,7827,570
6094,7828,200460
6095,7829,33
6096,7830,74
6097,7831,20
6098,7832,1760
6099,7833,34900
6100,7834,23993
6101,7835,5738
6102,7837,37
6103,7841,50238
6104,7842,12102
6105,7843,344520
6106,7845,72
6107,7846,205517
6108,7848,1
6109,7850,188757
6110,7851,33420
6111,7852,107761
6112,7855,20696
6113,7857,561911
6114,7858,3640
6115,7859,1172
6116,7860,6271
6117,7862,8
6118,7865,90
6119,7866,50
6120,7867,518
6121,7868,18742
6122,7871,37
6123,7872,10960
6124,7873,130
6125,7874,22330
6126,7875,120
6127,7876,482189
6128,7877,540
6129,7878,112
6130,7881,1
6131,7882,13
6132,7883,2866
6133,7886,2360
6134,7887,1380
6135,7889,2774
6136,7891,2835
6137,7892,480
6138,7893,187
6139,7896,311
6140,7898,2947
6141,7899,826280
6142,7900,211507
6143,7902,452
6144,7903,6
6145,7904,4
6146,7905,84
6147,7907,4884339
6148,7910,7562
6149,7912,500
6150,7914,465
6151,7915,2
6152,7916,86388
6153,7917,54
6154,7918,2880
6155,7919,576978
6156,7920,32113
6157,7921,162843
6158,7922,3138
6159,7923,496
6160,7924,70
6161,7925,1036
6162,7926,9
6163,7929,46
6164,7932,60
6165,7934,716
6166,7935,16
6167,7936,34500
6168,7937,195
6169,7938,5100
6170,7939,4
6171,7940,180
6172,7941,2940
6173,7943,7446
6174,7945,1000
6175,7947,1044
6176,7948,2
6177,7949,530
6178,7951,86
6179,7952,1317
6180,7953,190888
6181,7954,1
6182,7955,1502
6183,7956,1240
6184,7957,5
6185,7958,80
6186,7959,3000
6187,7960,25190
6188,7963,29
6189,7964,1349
6190,7965,50290
6191,7966,100
6192,7967,28
6193,7968,8447
6194,7971,5308
6195,7972,14
6196,7975,360
6197,7976,159
6198,7979,3150
6199,7980,9173
6200,7981,118
6201,7982,749
6202,7984,42525
6203,7987,10
6204,7988,33000
6205,7989,1000
6206,7991,761111
6207,7993,990
6208,7995,1573813
6209,7997,8493
6210,7998,120
6211,7999,2000
6212,8001,5
6213,8002,52
6214,8003,915267
6215,8004,23
6216,8005,2003
6217,8006,12
6218,8007,9
6219,8008,15925
6220,8010,120
6221,8011,168
6222,8012,122870
6223,8013,1
6224,8015,24875
6225,8016,16
6226,8017,2472
6227,8018,1488
6228,8019,156100
6229,8020,424375
6230,8021,54
6231,8022,3
6232,8023,79
6233,8026,31
6234,8027,1540
6235,8028,3945
6236,8030,420
6237,8031,2610
6238,8032,389511
6239,8033,530
6240,8034,18761
6241,8037,5
6242,8038,585
6243,8039,13
6244,8040,146
6245,8041,122
6246,8042,117954
6247,8043,197
6248,8044,99400
6249,8045,390
6250,8046,1104589
6251,8047,474
6252,8048,56437
6253,8049,60
6254,8050,712
6255,8051,6494
6256,8052,2472
6257,8053,1290
6258,8054,200
6259,8055,870
6260,8056,2137342
6261,8058,93169
6262,8060,209370
6263,8061,60
6264,8062,3870
6265,8063,160
6266,8064,120
6267,8065,360
6268,8066,689
6269,8069,13561
6270,8070,1
6271,8071,365
6272,8072,60
6273,8073,300
6274,8074,265725
6275,8075,1729800
6276,8076,90
6277,8078,30
6278,8079,1800
6279,8080,110
6280,8081,800
6281,8082,500
6282,8083,680
6283,8084,860
6284,8085,237
6285,8086,119980
6286,8087,13470
6287,8088,19258
6288,8089,20
6289,8090,156
6290,8091,1750
6291,8092,1879516
6292,8093,18186
6293,8094,2440
6294,8096,112
6295,8097,251
6296,8098,24
6297,8099,80
6298,8100,210
6299,8102,30
6300,8103,280
6301,8104,15
6302,8105,44544
6303,8106,56583
6304,8107,22939
6305,8108,7820
6306,8109,961
6307,8110,3
6308,8111,3352
6309,8112,919
6310,8113,1022
6311,8114,104764
6312,8116,57894
6313,8117,54
6314,8118,61476
6315,8119,36
6316,8121,17286
6317,8122,10
6318,8124,770
6319,8125,2624
6320,8126,10
6321,8128,210
6322,8129,152
6323,8130,448
6324,8131,514200
6325,8132,8
6326,8133,120
6327,8134,76386
6328,8135,18022
6329,8136,19
6330,8137,41820
6331,8138,13489
6332,8139,1380
6333,8140,8
6334,8141,50
6335,8142,3580
6336,8143,1232936
6337,8144,5730
6338,8145,4929
6339,8147,7
6340,8148,140
6341,8150,22
6342,8155,180
6343,8156,4910
6344,8157,13400
6345,8158,35750
6346,8159,210
6347,8162,656242
6348,8163,97
6349,8164,2
6350,8165,693
6351,8166,20359
6352,8168,1
6353,8169,53047
6354,8170,150
6355,8171,100
6356,8172,56
6357,8173,370
6358,8174,231529
6359,8175,48
6360,8176,83
6361,8177,350
6362,8179,711298
6363,8180,28300
6364,8181,51007
6365,8184,11027
6366,8185,9188
6367,8186,68597
6368,8187,3815
6369,8188,1258
6370,8189,590
6371,8190,150
6372,8192,150
6373,8193,10
6374,8194,5538
6375,8195,982
6376,8198,1465
6377,8199,183
6378,8200,7
6379,8204,17807
6380,8205,7240
6381,8206,980
6382,8209,2865472
6383,8210,12
6384,8211,12081
6385,8212,602
6386,8213,2
6387,8214,2
6388,8215,292400
6389,8217,2
6390,8218,1419
6391,8220,192
6392,8221,1250
6393,8222,420
6394,8223,240
6395,8226,31
6396,8227,400
6397,8228,1703
6398,8233,155
6399,8234,5
6400,8236,1698
6401,8237,10144
6402,8238,126
6403,8239,4
6404,8240,63755
6405,8241,19
6406,8242,180
6407,8245,201697
6408,8246,34759
6409,8247,300
6410,8248,85723
6411,8251,125
6412,8255,287
6413,8256,25
6414,8257,180
6415,8258,5580
6416,8259,390
6417,8261,30
6418,8262,6
6419,8264,420
6420,8265,44133460
6421,8266,8330
6422,8267,409
6423,8268,2
6424,8269,819
6425,8270,58
6426,8271,27864
6427,8273,370
6428,8274,180
6429,8276,2377
6430,8277,4700
6431,8279,148
6432,8280,14
6433,8282,10
6434,8283,1030
6435,8286,38997
6436,8287,5
6437,8288,240
6438,8290,824303
6439,8291,30
6440,8292,90
6441,8294,234593
6442,8296,18218
6443,8297,2290
6444,8298,1900
6445,8299,6
6446,8300,8
6447,8301,54856
6448,8302,10409
6449,8304,690
6450,8306,4860
6451,8307,115000
6452,8309,289
6453,8310,418
6454,8311,12
6455,8312,838
6456,8315,2
6457,8316,6426
6458,8317,155
6459,8318,40
6460,8319,50
6461,8320,152
6462,8321,28
6463,8322,78300
6464,8323,824
6465,8324,140
6466,8325,2
6467,8326,134
6468,8327,200
6469,8328,584
6470,8329,34560
6471,8330,286
6472,8331,12400
6473,8332,32708
6474,8333,8
6475,8334,335
6476,8335,7
6477,8337,7900
6478,8338,2821
6479,8339,1092
6480,8340,1050
6481,8342,600
6482,8343,59159
6483,8344,248
6484,8345,990
6485,8348,1
6486,8349,5337
6487,8350,472
6488,8351,2145
6489,8353,1
6490,8354,8561
6491,8356,213013
6492,8357,3598
6493,8358,6600
6494,8359,839820
6495,8360,1
6496,8361,90330
6497,8362,15
6498,8363,4200
6499,8364,336153
6500,8365,122508
6501,8366,160
6502,8368,1070196
6503,8369,58150
6504,8370,25312692
6505,8371,4627
6506,8372,91
6507,8373,430
6508,8374,12
6509,8376,86931
6510,8378,9
6511,8379,382909
6512,8380,70
6513,8381,16
6514,8382,240429
6515,8383,243
6516,8384,110
6517,8386,85777
6518,8387,106
6519,8388,68343
6520,8389,1670110
6521,8390,48200
6522,8391,2160
6523,8392,21756
6524,8393,15801
6525,8394,12
6526,8395,4620
6527,8396,100
6528,8397,20
6529,8399,90
6530,8400,4319
6531,8401,112
6532,8403,265
6533,8404,96
6534,8405,432
6535,8407,11830
6536,8408,144
6537,8409,8700
6538,8411,2300
6539,8412,12
6540,8413,15
6541,8414,30
6542,8415,296
6543,8418,1140
6544,8419,120
6545,8420,7622
6546,8421,71
6547,8422,1077
6548,8424,2083
6549,8425,2
6550,8426,516
6551,8427,185
6552,8429,580
6553,8430,989
6554,8431,234
6555,8432,71964
6556,8433,53310
6557,8434,570
6558,8435,4028
6559,8436,143
6560,8437,696
6561,8438,100
6562,8439,390
6563,8441,950
6564,8442,150
6565,8444,13594
6566,8445,20593
6567,8446,60
6568,8447,13
6569,8448,150
6570,8452,22832
6571,8453,42
6572,8454,6
6573,8455,60
6574,8456,3401
6575,8457,1955
6576,8459,108850
6577,8460,20
6578,8462,70
6579,8463,15
6580,8464,240
6581,8465,210
6582,8467,181
6583,8468,18532
6584,8469,1703
6585,8470,60
6586,8471,75361
6587,8472,808
6588,8473,94890
6589,8475,2772
6590,8477,1229670
6591,8480,56401
6592,8481,1240
6593,8482,810
6594,8485,24
